name,street,zip_code,city
elbe-elster klinikum gmbh krankenhaus herzberg,alte prettiner straße 0,04916,herzberg
cip klinik dr. schlemmer,stefanie-von-strechine-str. 16,83646,bad
krankenhaus wittmund ggmbh,dohuser weg 10,26409,wittmund
evangelische lungenklinik,lindenberger weg 27,13125,berlin
"kliniken im naturpark altmühltal, klinik eichstätt",ostenstr. 31,85072,eichstätt
marienhausklinik ottweiler,hohlstraße 2-4,66564,ottweiler
st. joseph-krankenhaus dessau,auenweg 36,06847,dessau-roßlau
helios klinik titisee-neustadt,jostalstraße 12,79822,titisee-neustadt
kmg klinikum sondershausen,hospitalstraße 2,99706,sondershausen
sana kliniken ostholstein gmbh - klinik oldenburg,mühlenkamp 5,23758,oldenburg
franziskus krankenhaus linz,magdalena daemen straße 20,53545,linz
sana-krankenhaus hürth,krankenhausstr. 42,50354,hürth
asklepios klinik birkenwerder,hubertusstrasse 12- 22,16547,birkenwerder
klinik bad windsheim,erkenbrechtallee 45,91438,bad
st.-laurentius-stift,hochstraße 20,45731,waltrop
naemi-wilke-stift,dr.-ayrer-str. 1-4,03172,guben
orthopädische fachkliniken der hessing stiftung,hessingstraße 17,86199,augsburg
krankenhaus herrenberg,marienstraße 25,71083,herrenberg
helios klinik schkeuditz gmbh,leipziger straße  45,04435,schkeuditz
helios klinik müllheim,heliosweg 1,79379,müllheim
klinik ernst von bergmann bad belzig ggmbh,niemegker straße 45,14806,bad
kreiskrankenhaus schrobenhausen gmbh,högenauer weg 5,86529,schrobenhausen
oberlausitz-kliniken ggmbh / krankenhaus bischofswerda,kamenzer straße 55,01877,bischofswerda
haßberg-kliniken haus haßfurt,hofheimer str. 69,97437,haßfurt
helios klinik münchen perlach,schmidbauerstraße 44,81737,münchen
klinik neuendettelsau,heilsbronner str. 44,91564,neuendettelsau
evangelisches krankenhaus luckau ggmbh,berliner straße  24,15926,luckau
sana klinik bethesda stuttgart ggmbh,hohenheimer straße 21,70184,stuttgart
psorisol hautklinik gmbh,mühlstraße 31,91217,hersbruck
"helios klinikum wuppertal gmbh herzzentrum, standort elberfeld",arrenberger strasse 20,42117,wuppertal
st. johannes-hospital ggmbh,bleichenpfad 9,26316,varel
dr. von ehrenwall´sche klinik,walporzheimer straße 2,53474,ahrweiler
evangelisches krankenhaus gesundbrunnen ggmbh,am krähenberg 1,34369,hofgeismar
fachkrankenhaus kreischa,an der wolfsschlucht 1-2,01731,kreischa
marienhaus klinikum st. antonius waldbreitbach,margaretha-flesch-straße 4,56588,waldbreitbach
klinikum mutterhaus der borromäerinnen ggmbh - standort nord,theobaldstraße 12,54292,trier
asklepios neurologische klinik bad salzhausen,am hasensprung 6,63667,nidda
schön klinik münchen harlaching,harlachinger straße 51,81547,münchen
helfenstein klinik,eybstraße 16,73312,geislingen
rheumazentrum ruhrgebiet,claudiusstr. 45,44649,herne
fachklinik enzensberg,höhenstraße 56,87629,hopfen
paulinenkrankenhaus berlin,dickensweg 25 - 39,14055,berlin
lwl-klinik für psychiatrie und psychotherapie lippstadt,im hofholz 6,59556,lippstadt
hegau-bodensee-klinikum radolfzell,hausherrenstraße 12,78315,radolfzell
krankenhaus marienstift,helmstedter str. 35,38102,braunschweig
israelitisches krankenhaus in hamburg,orchideenstieg 14,22297,hamburg
sankt vinzenz hospital rheda-wiedenbrück,st.-vinzenz str.  1,33375,rheda-wiedenbrück
elbe-elster klinikum gmbh krankenhaus elsterwerda,elsterstraße 37,04910,elsterwerda
christliches kinderhospital osnabrück gmbh,johannisfreiheit 1,49074,osnabrück
alice-hospital,dieburger straße 31,64287,darmstadt
adula klinik,in der leite 6,87561,oberstdorf
evangelische elisabeth klinik,lützowstraße 26,10785,berlin
anregiomed-klinik dinkelsbühl,crailsheimerstraße 6,91550,dinkelsbühl
asklepios-asb klinik radeberg,pulsnitzer straße 60,01454,radeberg
klinik mallersdorf,krankenhausstraße 6,84066,mallersdorf-pfaffenberg
"kliniken nordoberpfalz ag - tirschenreuth, waldsassen",st.-peter-str. 31,95643,tirschenreuth
paracelsus-klinik bad ems,taunusallee 7-11,56130,bad
heilig-geist hospital gmbh &amp; co. kg,rodensteinstraße 94,64625,bensheim
radprax krankenhaus plettenberg gmbh,ernst-moritz-arndt-str. 17,58840,plettenberg
schön klinik münchen schwabing,parzivalplatz 4,80804,münchen
vamed klinik kipfenberg gmbh,konrad-regler-straße  1,85110,kipfenberg
rechbergklinik bretten,edisonstraße 10,75015,bretten
krankenhaus johanneum,feldstrasse 1,27793,wildeshausen
klinikum westmünsterland - krankenhaus maria-hilf stadtlohn,vredener str. 58,48703,stadtlohn
krankenhaus märkisch-oderland gmbh,sonnenburger weg 3,16269,wriezen
geriatrische fachklinik georgenhaus,ernststraße 7,98617,meiningen
krankenhaus bad arolsen gmbh,große allee 50,34454,bad
ortenau klinikum offenburg-kehl betriebsstelle kehl,kanzmattstraße 2,77694,kehl
krankenhaus maria stern,am anger 1,53424,remagen
gesundheitszentrum wetterau ggmbh kreiskrankenhaus schotten,wetterauer platz 1,63679,schotten
bezirksklinik rehau,fohrenreuther str. 48,95111,rehau
klinikum westmünsterland st. vinzenz-hospital rhede,vinzenz straße 6,46414,rhede
vitos klinik für psychiatrie und psychotherapie bad emstal,landgraf-philipp-straße 9,34308,bad
roland klinik ggmbh,niedersachsendamm 72-74,28201,bremen
otto-fricke-krankenhaus,martha-von-opel-weg 34,65307,bad
fachklinik hornheide,dorbaumstraße 300,48157,münster
hümmling hospital sögel ggmbh,mühlenstraße 17,49751,sögel
klinik tettnang gmbh,emil-münch-straße  16,88069,tettnang
st. franziskus-hospital,franziskusstr. 6,49393,lohne
st. martini gmbh krankenhaus duderstadt,göttinger str. 34,37115,duderstadt
main-klinik ochsenfurt ggmbh,am greinberg 25,97199,ochsenfurt
romed klinik bad aibling,harthauser str.  16,83043,bad
sana krankenhaus radevormwald,siepenstraße 33,42477,radevormwald
romed klinik prien am chiemsee,harrasser str. 61 - 63,83209,prien
marienkrankenhaus cochem,avallonstraße 32,56812,cochem
klinik augustinum,wolkerweg 16,81375,münchen
bad wildbad,könig-karl-str. 5,75323,bad
st. antonius-krankenhaus,gartenstr. 17,46244,bottrop-kirchhellen
klinikum fünfseenland gauting gmbh,robert-koch-allee 6,82131,gauting
spezialklinik neukirchen gmbh &amp;amp; co kg,krankenhausstr. 9,93453,neukirchen
lubinus clinicum,steenbeker weg 25,24106,kiel
helios klinikum warburg gmbh,hüffertstraße 50,34414,warburg
kreisklinik burghausen,krankenhausstr. 1,84489,burghausen
zfp südwürttemberg bad schussenried,pfarrer-leube-straße 29,88427,bad
st. josefs-hospital rheingau,eibinger str. 9,65385,rüdesheim
st. joseph krankenhaus prüm,kalvarienberg 4,54595,prüm
mariannen-hospital,unnaer straße 15,59457,werl
st. vincenz hospital brakel,danziger str. 17,33034,brakel
dkd helios klinik wiesbaden,aukammallee 33,65191,wiesbaden
vitos orthopädische klinik kassel gemeinnützige gmbh,wilhelmshöher allee 345,34131,kassel
asklepios klinik bad oldesloe,schützenstaße 55,23843,bad
mkk auguste viktoria klinik,am kokturkanal 2,32545,bad
gesundheitszentrum glantal,liebfrauenberg 32,55590,meisenheim
medical park chiemseeblick gmbh &amp;amp; co. kg - fachklinik für psychosomatik,rasthausstrasse 25,83233,bernau-felden
westerstede,lange straße 38,26655,westerstede
akg klinik parchim gmbh,john-brinckman-straße 8-10,19370,parchim
krankenhaus der elisabeth stiftung,walter-bleicker-platz 1,55765,birkenfeld
klinik bogen,mussinanstraße 8,94327,bogen
kreiskrankenhaus delitzsch gmbh - standort eilenburg,wilhelm-grune-str. 5-8,04838,eilenburg
kreiskrankenhaus delitzsch gmbh - standort delitzsch,dübener straße 3-9,04509,delitzsch
die stadtklinik im diako,frölichstraße 17,86150,augsburg
evangelisches krankenhaus herne - standort eickel,hordeler str. 7-9,44651,herne
ameos klinikum st. marien oberhausen,nürnberger straße 10,46117,oberhausen
klinik blankenstein hattingen,im vogelsang 5-11,45527,hattingen
fachklinik heiligenfeld,euerdorfer straße 4 - 6,97688,bad
sana krankenhaus bad doberan gmbh,am waldrand 1,18209,hohenfelde
paracelsus-klinik hemer gmbh,breddestr. 22,58675,hemer
asklepios südpfalzklinik germersheim,an fronte karl 2,76726,germersheim
klinik ingelheim gmbh,turnerstraße 23,55218,ingelheim
kmg klinikum mitte gmbh klinikum pritzwalk,giesensdorfer weg 2a,16928,pritzwalk
klinik königshof,am dreifaltigkeitskloster 16,47807,krefeld
heidekreis-klinikum gmbh krankenhaus soltau,oeninger weg  30,29614,soltau
kliniken beelitz gmbh / fachkrankenhaus für neurologische frührehabilitation,paracelsusring 6a,14547,beelitz-heilstätten
st. josef-krankenhaus,rurdorfer straße 49,52441,linnich
heilig-geist-hospital bingen ggmbh,kapuzinerstr. 15-17,55411,bingen
grn gesundheitszentren rhein-neckar ggmbh kreiskrankenhaus eberbach,scheuerbergstraße 3,69412,eberbach
ermstalklinik bad urach,stuttgarterstraße 100,72574,bad
"kmg klinikum mitte gmbh, klinikum wittstock",meyenburger chaussee 23,16909,wittstock
psychiatrische klinik uelzen,an den zehn eichen 50,29525,uelzen
klinik maingau vom roten kreuz,scheffelstr. 2-14,60318,frankfurt
brandenburgklinik bernau,brandenburgallee 1,16321,bernau
"aller-weser-klinik ggmbh, krankenhaus verden",eitzer straße 20,27283,verden
helios klinik wipperfürth,alte kölner straße 9,51688,wipperfürth
ameos klinikum dr. spernau bad salzuflen,waldstraße 2,32105,bad
lwl-klinik marsberg - standort marsberg,weist 45,34431,marsberg
krankenhaus tabea,kösterbergstr. 32,22587,hamburg
wertachklinik bobingen,wertachstrasse 55,86399,bobingen
romed klinik wasserburg am inn,krankenhausstraße 2,83512,wasserburg
gemeinnützige krankenhausgesellschaft des landkreises bamberg mbh - betriebsstätte juraklinik scheßlitz,oberend 29,96110,scheßlitz
klinikum fichtelgebirge ggmbh - haus selb,weißenbacher straße 62,95100,selb
st. vincenz-krankenhaus diez,adelheidstraße 2,65582,diez
asklepios klinik nord - wandsbek,jüthornstraße 71,22043,hamburg
"klinik für psychiatrie, psychotherapie und psychosomatik altenburg",zeitzer str. 28,04600,altenburg
klinik wittgenstein,sählingsstraße 60,57319,bad
oder-spree krankenhaus gmbh,schützenstrasse 28,15848,beeskow
universitäts-herzzentrum freiburg • bad krozingen,hugstetter straße  55,79106,freiburg
kreiskrankenhaus osterholz,am krankenhaus 4,27711,osterholz-scharmbeck
st.-marien-hospital marsberg,marienstraße 2,34431,marsberg
fliedner krankenhaus neunkirchen,theodor-fliedner-strasse 12,66538,neunkirchen
asklepios schlossberg klinik,frankfurter straße 33,64732,bad
"kliniken landkreis diepholz ggmbh, klinik sulingen",schmelingstraße 47,27232,sulingen
vamed klinik bad berleburg gmbh,an der gontardslust  7,57319,bad
albertinen krankenhaus / albertinen haus gemeinnützige gmbh,sellhopsweg 18-22,22459,hamburg
fachklinik ichenhausen,krumbacher straße 45,89335,ichenhausen
wertachklinik schwabmünchen,weidenhartstr. 35,86830,schwabmünchen
vamed ostseeklinik damp,seute-deern-ring 20,24351,ostseebad
curtius klinik,neue kampstrasse 2,23714,bad
donauisar klinikum dingolfing,teisbacher str. 1,84130,dingolfing
marien-hospital erftstadt-frauenthal,münchweg 3,50374,erftstadt
donauisar klinikum landau,bayerwaldring 17,94405,landau
ameos klinikum alfeld,landrat-beushausen-str. 26,31061,alfeld
eifelklinik st. brigida gmbh &amp; co. kg,kammerbruchstraße 8,52152,simmerath
gpz gmbh gemeindepsychiatrisches zentrum gmbh,schlabrendorffweg 2-6,32756,detmold
vitos waldkrankenhaus köppern,emil-sioli-weg 1-3,61381,friedrichsdorf
sauerlandklinik hachen ggmbh,siepenstraße 44,59846,sundern
mediclin waldkrankenhaus bad düben,gustav-adolf-straße 15 a,04849,bad
"aller-weser-klinik ggmbh, krankenhaus achim",bierdener mühle 2,28832,achim
evangelisches stadtkrankenhaus saarbrücken,großherzog-friedrich-strasse 44,66111,saarbrücken
helios klinik blankenhain,wirthstraße 5,99444,blankenhain
klinik manhagen,sieker landstraße 19,22927,großhansdorf
furtbachkrankenhaus stuttgart,furtbachstraße 6,70178,stuttgart
helios rosmann klinik breisach,zeppelinstraße  37,79206,breisach
kreiskrankenhaus schleiz gmbh,berthold-schmidt-straße 7-9,07907,schleiz
drk-krankenhaus grevesmühlen ggmbh,klützer straße 13-15,23936,grevesmühlen
sana krankenhaus templin,robert-koch-straße 24,17268,templin
"krankenhaus neuwittelsbach, fachklinik für innere medizin",renatastr. 71a,80639,münchen
lwl-universitätsklinik hamm,heithofer allee 64,59071,hamm
kliniken schmieder allensbach,zum tafelholz 8,78476,allensbach
epilepsiezentrum kork,landstraße 1,77694,kehl-kork
fachkrankenhaus bethanien hochweitzschen,ot hochweitzschen 1,04720,großweitzschen
kinderkrankenhaus st. marien ggmbh,grillparzerstraße 9,84036,landshut
bezirkskrankenhaus kempten,robert-weixler-strasse 46,87439,kempten
kreisklinik wörth an der donau,krankenhausstraße 2,93086,wörth
srh krankenhaus oberndorf a.n.,uhlandstr. 2,78727,oberndorf
kreisklinik ottobeuren,memminger straße 31,87724,ottobeuren
klinik füssen,stadtbleiche 1,87629,füssen
max-planck-institut für psychiatrie,kraepelinstraße 2-10,80804,münchen
asklepios klinik burglengenfeld,dr.-sauerbruch-str. 1,93133,burglengenfeld
fachklinik 360&amp;deg;,rosenstraße 2,40882,ratingen
malteser krankenhaus st. carolus,carolusstraße 212,02827,görlitz
krankenhaus bethanien ggmbh,aufderhöher straße 169,42699,42699
klinik donaustauf,ludwigstrasse 68,93093,donaustauf
paracelsus-elena-klinik,klinikstraße 16,34128,kassel
gertrudis-klinik biskirchen parkinson-zentrum,karl-ferdinand-broll-str. 2-4,35638,leun-biskirchen
klinik bad trissl gmbh,bad-trissl-str. 73,83080,oberaudorf
kmg manniske klinik bad frankenhausen,an der wipper 2,06567,bad
marienhausklinik st. josef losheim am see,krankenhausstraße 21,66679,losheim
kbo-isar-amper-klinikum fürstenfeldbruck,stadelbergerstraße 16-22,82256,fürstenfeldbruck
gemeinnützige krankenhausgesellschaft des landkreises bamberg mbh - betriebsstätte steigerwaldklinik burgebrach,am eichelberg 1,96138,burgebrach
kreisklinik berchtesgaden,locksteinstr. 16,83471,berchtesgaden
vulpius klinik gmbh,vulpiusstraße 29,74906,bad
kreisklinik wertingen,ebersberg 36,86637,wertingen
westküstenklinikum brunsbüttel,delbrückstrasse 2,25541,brunsbüttel
sophienklinik gmbh,bischofsholer damm 160,30173,hannover
mediclin hedon klinik,hedonallee 1,49811,lingen
"msz uckermark ggmbh, kreiskrankenhaus prenzlau",stettiner straße 121,17291,prenzlau
"kliniken landkreis diepholz ggmbh, klinik diepholz",eschfeldstaße 8,49356,diepholz
atos orthopädische klinik braunfels,hasselbornring 5,35619,braunfels
evangelisches johannesstift wichernkrankenhaus ggmbh,"schönwalder allee 26, haus 51",13587,berlin
st. antonius-krankenhaus,auf der rahm 17,57537,wissen
heiligenfeld klinik waldmünchen gmbh,krankenhausstr. 3,93449,waldmünchen
median klinik st. georg bad dürrheim,gartenstrasse  11 und 15,78073,bad
st.-marien-hospital ggmbh,st.-marien-str. 1,26169,friesoythe
kreiskrankenhaus rheinfelden,am vogelsang 4,79618,rheinfelden
st. vinzenz klinik pfronten im allgäu gmbh,kirchenweg 15,87459,pfronten
niels stensen kliniken elisabeth-kranknehaus thuine,klosterstraße 4,49832,thuine
krankenhaus grafenau,schwarzmaierstraße 21,94481,grafenau
internistisches klinikum münchen süd gmbh,am isarkanal 36,81379,münchen
behandlungszentrum kempfenhausen für multiple sklerose kranke gemeinnützige gmbh,milchberg 21,82335,berg-kempfenhausen
katholisches krankenhaus hagen gem. gmbh -katholisches krankenhaus elsey-,iserlohner straße 43,58119,hagen
krankenhaus elbroich,am falder 6,40589,düsseldorf
neurologische klinik selzer gmbh,murgtalstraße 656,72270,baiersbronn
kreisklinik hofgeismar,liebenauerstraße 1,34369,hofgeismar
st.-elisabeth-krankenhaus fachklinik für geriatrie,bahnhofstraße  19,99976,lengenfeld
caritas-klinik st. marien,bergstr. 1-3,14770,brandenburg
evangelisches zentrum für altersmedizin,weinbergstraße 18-19,14469,potsdam
kreiskrankenhaus ronneburg,rudolf-breitscheid-platz 1,07580,ronneburg
mediclin herzzentrum coswig,lerchenfeld 1,06869,coswig
drk-krankenhaus grimmen gmbh,dorfstraße 39,18516,süderholz
st. josef krankenhaus wiesdorf,adolfsstraße 15,51373,leverkusen
bdh-klinik hessisch oldendorf ggmbh,greitstraße 18-28,31840,hessisch
vitos klinik für psychiatrie und psychotherapie standort haina,landgraf-philipp-platz 3,35114,haina
st. anna klinik,st. annenstr. 9,49624,löningen
agaplesion diakoniekrankenhaus seehausen,dr. albert steinert platz 1,39615,seehausen/altmark
johanniter-krankenhaus gronau gmbh,johanniterstraße 1-3,31028,gronau
klinik sonnenwende,sonnenwendstr. 86,67098,bad
"klinikum aschaffenburg-alzenau gemeinnützige gmbh, standort alzenau",schlosshof 1,63755,alzenau-wasserlos
orthopädische klinik volmarstein,lothar-gau-straße 11,58300,wetter
asklepios klinik lindau,friedrichshafener straße 82,88131,lindau
asklepios orthopädische klinik lindenlohe,lindenlohe 18,92421,schwandorf
krankenhaus martha-maria münchen,wolfratshauser straße 109,81479,münchen
sana klinik pegnitz gmbh,langer berg 12,91257,pegnitz
klinikum westmünsterland st. marien- hospital vreden,an´t lindeken 100,48691,vreden
loreley-kliniken oberwesel,hospitalgasse 11,55430,oberwesel
alexianer krankenhaus münster,alexianerweg 9,48163,münster
klinik  dr. robert schindlbeck,seestraße 43,82211,herrsching
evangelisches lukas-krankenhaus gronau ggmbh,zum lukas-krankenhaus 1,48599,gronau
rottal-inn kliniken kommunalunternehmen (ku),am griesberg 1,84347,pfarrkirchen
deutsches zentrum für kinder- und jugendrheumatologie,gehfeldstrasse 24,82467,garmisch-partenkirchen
krankenhaus für naturheilweisen,seybothstraße 65,81545,münchen
sankt elisabeth krankenhaus eutin,plöner str. 42,23701,eutin
vitos klinik für psychiatrie und psychotherapie kassel,wilhelmshöher allee 345a,34131,kassel
asklepios nordseeklinik westerland/sylt,norderstr. 81,25980,sylt/ot
diakonie krankenhaus standort kirn,jahnstraße 11,55606,kirn
evangelisches krankenhaus göttingen-weende ggmbh - krankenhaus neu-mariahilf,waldweg 9,37073,göttingen
st. josef krankenhaus gmbh moers - betriebsstätte st. nikolaus hospital,orsoyer str. 55,47495,rheinberg
st. elisabeth-krankenhaus salzgitter,liebenhaller str. 20,38259,salzgitter
"thüringen-kliniken ""georgius agricola"" gmbh",hohes gäßchen 8-10,07381,pößneck
kbo-lech-mangfall-klinik agatharied,st.-agatha-str. 1a,83734,hausham/obb.
awo krankenhaus calbe,hospitalstr. 5,39240,calbe/saale
schön klinik lorsch se &amp; co. kg,wilhelm-leuschner-straße 10,64653,lorsch
fachklinik für lungenerkrankungen,robert - koch - straße 3,34376,immenhausen
marienkrankenhaus schwerte-schützenstraße,schützenstraße 9,58239,schwerte
st. rochus krankenhaus steinheim,nieheimer str. 34,32839,steinheim
malteser-krankenhaus berlin-charlottenburg,pillkaller allee 1,14055,berlin
krankenhaus lindenbrunn,lindenbrunn 1,31863,coppenbrügge
fachklinik panorama,kurstraße 22,88175,scheidegg
krankenhaus schleiden,am hähnchen 36,53937,schleiden
niels-stensen-kliniken marienhospital ankum-bersenbrück gmbh,lingener straße 11,49577,ankum
westpfalz-klinikum gmbh - standort iii kirchheimbolanden,dannenfelser straße 36,67292,kirchheimbolanden
eichsfeld klinikum ggmbh,klosterstraße 7,37355,kleinbartloff
orthopädische fachklinik schwarzach,dekan-graf-str. 2-6,94374,schwarzach
"heinrich-braun-klinikum gemeinnützige gmbh, standort kirchberg",schneeberger straße 36,08107,kirchberg
asklepios orthopädische klinik hohwald,hohwaldstraße 40,01844,neustadt
wolfartklinik,waldstraße 7,82166,gräfelfing
drk krankenhaus biedenkopf,hainstraße 71 - 75,35216,biedenkopf
vivantes klinikum im friedrichshain - öb fröbelstraße prenzlauer berg,fröbelstraße 15,10405,berlin
sana fabricius-klinik remscheid gmbh,brüderstraße 65,42853,remscheid
vitanas klinik &amp;amp; tagesklinik für geriatrie,senftenberger ring 51,13435,berlin
hochgrat klinik,wolfsried 108,88167,stiefenhofen
drk schmerz-zentrum mainz,auf der steig 16,55131,mainz
"klinikum nordfriesland ggmbh, klinik niebüll",gather landstraße 75,25899,niebüll
diakonie-klinik mosbach,neckarburkener straße 6,74821,mosbach
st. bernhard-hospital gemeinnützige gmbh,claußenstraße 3,26919,brake
einbecker bürgerspital gmbh,andershäuser str. 8,37574,einbeck
klinik lilienthal,moorhauser landstraße 3c,28865,lilienthal
"evangelisches krankenhaus, betriebsstätte selters",waldstraße 5,56242,selters
friedrich-husemann-klinik,friedrich-husemann-weg 8,79256,buchenbach
krankenhaus vom roten kreuz bad cannstatt gmbh,badstraße 35-37,70372,stuttgart
sonnenberg klinik,christian-belser-straße 79,70597,stuttgart
"christophorus kliniken coesfeld – dülmen – nottuln, standort nottuln",hagenstraße 35,48301,nottuln
kreiskrankenhaus schopfheim,schwarzwaldstraße 40,79650,schopfheim
bdh-klinik waldkirch ggmbh,heitere weg 10,79183,waldkirch
helios klinik bleicherode gmbh,barbarastraße  11,99752,bleicherode
krankenhaus mörsenbroich-rath gmbh / marienkankenhaus kaiserswerth,an st. switbert 17,40489,düsseldorf
ameos klinikum anklam,hospitalstraße 19,17389,anklam
tagesklinik alteburger straße ggmbh,alteburger straße 8 - 12,50678,köln
sk gmbh-neurologisches zentrum,hamdorfer weg 3,23795,bad
klinikum st. josef buchloe,peter-dörfler-straße 7,86807,buchloe
krankenhaus aichach,krankenhausstr. 11b,86551,aichach
capio elbe-jeetzel-klinik dannenberg,hermann-löns-straße 2,29451,dannenberg
st. franziskus-hospital,franziskusstraße 2,59955,winterberg
krankenhaus emmaus niesky,plittstraße 24,02906,niesky
hochtaunus-kliniken ggmbh - usingen,weilburger straße 48,61250,usingen
klinikum penzberg,am schloßbichl 7,82377,penzberg
agaplesion krankenhaus neu bethlehem ggmbh,humboldtallee 8,37073,göttingen
kliniken nordoberpfalz ag - krankenhaus kemnath,werner-von-siemens-straße 7,95478,kemnath
niels-stensen-kliniken bramsche gmbh,hasestraße 16,49565,bramsche
dietrich-bonhoeffer-klinikum standort malchin,basedower straße 33,17139,malchin
orthopädisches krankenhaus schloss werneck,balthasar-neumann-platz 1,97440,werneck
kbo-lech-mangfall-klinik garmisch-partenkirchen,auenstrasse 6,82467,garmisch-partenkirchen
rotkreuzklinik würzburg ggmbh,kapuzinerstraße 2,97070,würzburg
klinik dr. guth der klinikgruppe dr. guth gmbh &amp; co. kg,jürgensallee 46-48,22609,hamburg
diakonie-krankenhaus elbingerode,brockenstraße 1,38875,elbingrode
awo psychiatriezentrum halle gmbh,zscherbener str. 11,06124,halle
privatklinik bad gleisweiler,badstraße 28,76835,gleisweiler
ameos klinikum staßfurt,bodestr. 11,39418,staßfurt
biomed-klinik betriebs-gmbh,tischbergerstr. 5+8,76887,bad
"sana kliniken ostholstein gmbh, klinik middelburg",middelburger str. 1,23701,süsel
drk-kliniken nordhessen gemeinnützige gmbh standort kaufungen,sophie henschel weg 2,34260,kaufungen
kliniken schmieder heidelberg,speyererhof 1,69117,heidelberg
"vamed klinik schloss pulsnitz gmbh: krankenhausbereich, enthalten sind nur die daten der patientinnen/patienten der besonderen einrichtung, ohne patientinnen/patienten aus dem reha-bereich",wittgensteiner straße  1,01896,pulsnitz
therapiezentrum burgau,kapuzinerstraße 34,89331,burgau
neurologische klinik westend,dr.-born-straße  9,34537,bad
median klinik nrz magdeburg,gustav-ricker-str. 4,39120,magdeburg
privatklinik dr. amelung gmbh,altkönigstraße 16,61462,königstein
diako nordfriesland ggmbh (fachklinik für psychiatrie und psychosomatik - stat. angebote),gammeltoft 8-15,25821,breklum
capio mosel-eifel-klinik,kurfürstenstraße 40,56864,bad
lungenklinik ballenstedt/harz gmbh,robert-koch-str. 26/27,06493,ballenstedt
agaplesion bethanien krankenhaus heidelberg,rohrbacher straße 149,69126,heidelberg
westpfalz-klinikum gmbh - standort iv rockenhausen,krankenhausstraße 10,67806,rockenhausen
kreisklinik jugenheim,hauptstr. 30,64342,seeheim-jugenheim
st. marien krankenhaus lampertheim gmbh,neue schulstraße 12,68623,lampertheim
albklinik münsingen,lautertalstraße 47,72525,münsingen
drk-krankenhaus teterow ggmbh,goethestraße 14,17166,teterow
medinos kliniken des landkreises sonneberg gmbh - standort neuhaus,neustadter straße 61,96515,sonneberg
geomed-kreisklinik,dingolshäuser straße 5,97447,gerolzhofen
st. franziskus krankenhaus gmbh,hospitalstraße 7,53783,eitorf
marien-hospital,von-droste-straße 14,59597,erwitte
"stadtklinik werdohl, märkische kliniken gmbh",schulstraße 25,58791,werdohl
fachklinik katzenelnbogen,aarstraße 17,56368,katzenelnbogen
agaplesion pneumologische klinik waldhof elgershausen,waldhof elgershausen 1,35753,greifenstein
artemed fachklinik prof.dr.dr.salfeld gmbh und co.kg,portastraße 33-35,32545,bad
danuvius klinik pfaffenhofen,krankenhausstraße 68,85276,pfaffenhofen
capio krankenhaus land hadeln,große ortstraße 85,21762,otterndorf
srh kurpfalzkrankenhaus heidelberg gmbh,bonhoefferstraße 5,69123,heidelberg
rhein-klinik,luisenstr. 3,53604,bad
mediclin seepark klinik,sebastian-kneipp-str. 1,29389,bad
hephata-klinik,schimmelpfengstr. 6,34613,schwalmstadt
vitos klinik für psychiatrie und psychotherapie hadamar,mönchberg 8,65589,hadamar
eichsfeld klinikum ggmbh,elisabethstraße 61,37339,leinefelde-worbis
klinikum lippe bad salzuflen,heldmanstraße 45,32108,bad
johanniter klinik für geriatrie geesthacht,johannes-ritter-str. 100,21502,geesthacht
christophorus klinik am schlossgarten dülmen,am schlossgarten 10,48249,dülmen
schön klinik berchtesgadener land se &amp; co. kg -akut,malterhöh 1,83471,schönau
havelklinik gmbh &amp;amp; co. kg,gatower str. 191,13595,berlin
augustahospital anholt,augustastraße 8,46419,isselburg
pp.rt klinik für psychiatrie und psychosomatik haus dietrich bonhoeffer,wörthstrasse 52/1,72764,reutlingen
krankenhaus mainburg,laurentiusweg 1,84048,mainburg
tropenklinik paul-lechler-krankenhaus,paul-lechler-straße 26,72076,tübingen
standort seelow,robert-koch-straße 7-15,15306,seelow
haus olbernhau,krankenhausstraße 1,09526,olbernhau
paracelsus-klinik am silbersee,oertzeweg 24,30851,langenhagen
facharztklinik hamburg,martinistrasse 78,20251,hamburg
klinik oberammergau,hubertusstr. 40,82487,oberammergau
bezirkskrankenhaus passau,wörthstraße 5,94032,passau
orthopädisches zentrum martin-ulbrich-haus rothenburg ggmbh,horkaer straße 15-21,02929,rothenburg
sana kliniken des landkreises cham - krankenhaus roding,arnulfstraße 1,93426,roding
thoraxzentrum bezirk unterfranken,michelsberg 1,97702,münnerstadt
agaplesion bethesda klinik ulm ggmbh akademisches krankenhaus der universität,zollernring 26,89073,ulm
heiligenfeld klinik uffenheim gmbh,krankenhausstraße 1,97215,uffenheim
helios klinik wesermarsch,mildred-scheel-str. 1,26954,nordenham
"gemeinschaftsklinikum mittelrhein, paulinenstift",borngasse 14,56335,nastätten
dietrich-bonhoeffer-klinikum standort altentreptow,am klosterberg 1 a,17087,altentreptow
helios klinik bad gandersheim,albert-rohloff-straße 2,37581,bad
kaiserin-auguste-victoria krankenhaus gmbh,stegwiese 27,35630,ehringshausen
ameos klinikum lübeck,kahlhorststraße 33,23562,lübeck
helios klinik für herzchirurgie karlsruhe,franz-lust-straße 30,76185,karlsruhe
st. elisabeth-hospital meerbusch-lank,hauptstrasse 74-76,40668,meerbusch
